id,name,region,country,lat,lon,altitude_m,types,plan_template,maps_url,sbb_url,webcam_url,status
engadin-grisons-panorama-03,Engadin & Grisons Panorama 03,Engadin & Grisons,CH,46.53495,9.37273,1367,mountain|viewpoint|nature,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=46.53495,9.37273",https://www.sbb.ch/en,,candidate
engadin-grisons-panorama-04,Engadin & Grisons Panorama 04,Engadin & Grisons,CH,46.89856,9.78789,1745,mountain|food|town|nature,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=46.89856,9.78789",https://www.sbb.ch/en,,candidate
engadin-grisons-panorama-05,Engadin & Grisons Panorama 05,Engadin & Grisons,CH,46.93337,10.02907,1855,town|food|viewpoint,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=46.93337,10.02907",https://www.sbb.ch/en,,candidate
engadin-grisons-panorama-06,Engadin & Grisons Panorama 06,Engadin & Grisons,CH,46.50246,9.53202,2429,town|nature|mountain|food,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=46.50246,9.53202",https://www.sbb.ch/en,,candidate
engadin-grisons-panorama-07,Engadin & Grisons Panorama 07,Engadin & Grisons,CH,47.05578,9.71577,1718,nature|town|food,Old town stroll | Local viewpoint | Lunch and easy return,"https://maps.google.com/?q=47.05578,9.71577",https://www.sbb.ch/en,,candidate
engadin-grisons-panorama-08,Engadin & Grisons Panorama 08,Engadin & Grisons,CH,46.47590,9.67013,1920,food|town|nature|viewpoint,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=46.47590,9.67013",https://www.sbb.ch/en,,candidate
engadin-grisons-panorama-09,Engadin & Grisons Panorama 09,Engadin & Grisons,CH,46.93777,9.91188,2280,mountain|viewpoint|town,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=46.93777,9.91188",https://www.sbb.ch/en,,candidate
engadin-grisons-panorama-10,Engadin & Grisons Panorama 10,Engadin & Grisons,CH,46.54578,9.34327,1463,town|food|mountain,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=46.54578,9.34327",https://www.sbb.ch/en,,candidate
engadin-grisons-panorama-11,Engadin & Grisons Panorama 11,Engadin & Grisons,CH,46.77311,9.82307,2110,nature|viewpoint|food|town,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=46.77311,9.82307",https://www.sbb.ch/en,,candidate
engadin-grisons-panorama-12,Engadin & Grisons Panorama 12,Engadin & Grisons,CH,46.39068,9.34161,1680,viewpoint|nature|food,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=46.39068,9.34161",https://www.sbb.ch/en,,candidate
engadin-grisons-panorama-13,Engadin & Grisons Panorama 13,Engadin & Grisons,CH,47.00323,9.76629,1420,town|nature|viewpoint|mountain,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=47.00323,9.76629",https://www.sbb.ch/en,,candidate
flims-crestasee,Flims Crestasee,Engadin & Grisons,CH,46.82316,9.55314,2341,viewpoint|mountain|food|town,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=46.82316,9.55314",https://www.sbb.ch/en,,candidate
lenzerheide-heights,Lenzerheide Heights,Engadin & Grisons,CH,46.96324,9.32873,2092,nature|town|food,Old town stroll | Local viewpoint | Lunch and easy return,"https://maps.google.com/?q=46.96324,9.32873",https://www.sbb.ch/en,,candidate
pizol-vista,Pizol Vista,Engadin & Grisons,CH,46.57762,9.53321,1936,mountain|viewpoint|nature,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=46.57762,9.53321",https://www.sbb.ch/en,,candidate
pontresina-view,Pontresina View,Engadin & Grisons,CH,46.55617,9.71651,2538,food|town|viewpoint|mountain,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=46.55617,9.71651",https://www.sbb.ch/en,,candidate
samedan-terrace,Samedan Terrace,Engadin & Grisons,CH,46.37934,10.03469,1617,mountain|viewpoint|town,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=46.37934,10.03469",https://www.sbb.ch/en,,candidate
samnaun-heights,Samnaun Heights,Engadin & Grisons,CH,46.59414,9.53753,1159,nature|town|food,Old town stroll | Local viewpoint | Lunch and easy return,"https://maps.google.com/?q=46.59414,9.53753",https://www.sbb.ch/en,,candidate
savognin-sun-deck,Savognin Sun Deck,Engadin & Grisons,CH,46.70138,9.54392,1606,mountain|viewpoint|nature,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=46.70138,9.54392",https://www.sbb.ch/en,,candidate
scuol-panorama,Scuol Panorama,Engadin & Grisons,CH,46.48626,9.75620,2529,viewpoint|nature|town,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=46.48626,9.75620",https://www.sbb.ch/en,,candidate
valbella-ridge,Valbella Ridge,Engadin & Grisons,CH,47.03655,9.92982,1213,town|nature|viewpoint|mountain,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=47.03655,9.92982",https://www.sbb.ch/en,,candidate
zuoz-plateau,Zuoz Plateau,Engadin & Grisons,CH,46.55677,9.75330,2392,viewpoint|mountain|food|town,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=46.55677,9.75330",https://www.sbb.ch/en,,candidate
muottas-muragl,Muottas Muragl,"Engadin, GR",CH,46.49900,9.94900,2456,nature|viewpoint|mountain|food,Funicular from Punt Muragl | Panoramic terrace with Engadin lakes view | Height trail to Alp Languard | Romantik Hotel dinner,"https://maps.google.com/?q=46.499,9.949",https://www.sbb.ch/en,,baseline
st-moritz,St. Moritz,"Engadin, GR",CH,46.49080,9.83550,1822,town|viewpoint|nature|food,Arrive via scenic train (Glacier Express route) | Lake St. Moritz walk | Muottas Muragl panorama viewpoint | Engadin café culture & Bündner Nusstorte,"https://maps.google.com/?q=46.4908,9.8355",https://www.sbb.ch/en/buying/pages/fahrplan/fahrplan.xhtml?nach=St.+Moritz,https://www.stmoritz.ch/en/live/webcams/,baseline
gruyeres,Gruyeres,"Fribourg, FR",CH,46.58400,7.08100,810,town|food|family,Medieval village walk | Castle visit | HR Giger Museum | Fondue at Chalet de Gruyeres | Cheese factory tour,"https://maps.google.com/?q=46.584,7.081",https://www.sbb.ch/en,,baseline
braunwald,Braunwald,"Glarus, GL",CH,46.94400,8.99900,1256,town|mountain|family|viewpoint,Funicular from Linthal | Car-free village walk | Panoramic views to Todi | Lunch at Cristal restaurant,"https://maps.google.com/?q=46.944,8.999",https://www.sbb.ch/en,,baseline
moléson,Moleson,"Gruyere, FR",CH,46.54900,7.01800,2002,nature|viewpoint|mountain|food,Cable car from Moleson-sur-Gruyeres | Summit 360 panorama | Cheese fondue in Gruyeres village | Gruyeres castle visit,"https://maps.google.com/?q=46.549,7.018",https://www.sbb.ch/en,,baseline
chasseral,Chasseral,"Jura, BE",CH,47.13200,7.05400,1607,nature|viewpoint|mountain,Summit panoramic viewpoint over the sea of fog | Ridge walk (30-60 min) | Lunch at Hotel Chasseral restaurant,"https://maps.google.com/?q=47.132,7.054",https://www.sbb.ch/en,https://www.chasseral.ch/webcam,baseline
vue-des-alpes,Vue des Alpes,"Jura, NE",CH,47.06000,6.87800,1283,nature|viewpoint,Pass road viewpoint | Short walks in both directions | Restaurant at the pass,"https://maps.google.com/?q=47.060,6.878",https://www.sbb.ch/en,,baseline
grenchenberg,Grenchenberg,"Jura, SO",CH,47.22100,7.37800,1348,nature|viewpoint,Drive up or hike from Grenchen | Panoramic views of Alps and fog sea | Berghaus Grenchenberg for lunch,"https://maps.google.com/?q=47.221,7.378",https://www.sbb.ch/en,,baseline
weissenstein,Weissenstein,"Jura, SO",CH,47.25200,7.51200,1395,nature|viewpoint|mountain|family,Gondola ride up from Oberdorf | Panorama trail along the ridge | Restaurant Sennhaus or Kurhaus Weissenstein,"https://maps.google.com/?q=47.252,7.512",https://www.sbb.ch/en,,baseline
la-dole,La Dole,"Jura, VD",CH,46.42500,6.10000,1677,nature|viewpoint|mountain,Hike from St-Cergue (1.5h) | Summit with radar dome and panorama | Views to Mont Blanc and Lake Geneva,"https://maps.google.com/?q=46.425,6.100",https://www.sbb.ch/en,,baseline
bulle-ridge,Bulle Ridge,Romandie Viewpoints,CH,46.45210,6.59064,622,food|viewpoint|mountain,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=46.45210,6.59064",https://www.sbb.ch/en,,candidate
charmey,Charmey,Romandie Viewpoints,CH,46.65183,6.51875,765,nature|viewpoint|food|town,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=46.65183,6.51875",https://www.sbb.ch/en,,candidate
diablerets-view,Diablerets View,Romandie Viewpoints,CH,46.56425,6.94001,1141,town|mountain|viewpoint|food,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=46.56425,6.94001",https://www.sbb.ch/en,,candidate
fribourg-ramparts,Fribourg Ramparts,Romandie Viewpoints,CH,46.54234,7.00371,1628,viewpoint|food|town|mountain,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=46.54234,7.00371",https://www.sbb.ch/en,,candidate
glacier-3000-base,Glacier 3000 Base,Romandie Viewpoints,CH,46.76597,6.76680,1500,food|town|nature|viewpoint,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=46.76597,6.76680",https://www.sbb.ch/en,,candidate
jaman-pass,Jaman Pass,Romandie Viewpoints,CH,46.35044,6.90269,1472,food|town|mountain|nature,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=46.35044,6.90269",https://www.sbb.ch/en,,candidate
jaunpass-vista,Jaunpass Vista,Romandie Viewpoints,CH,46.81948,6.62145,1898,food|town|mountain|nature,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=46.81948,6.62145",https://www.sbb.ch/en,,candidate
lavaux-terraces,Lavaux Terraces,Romandie Viewpoints,CH,46.68472,6.69894,1382,viewpoint|food|town|mountain,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=46.68472,6.69894",https://www.sbb.ch/en,,candidate
les-pleiades,Les Pléiades,Romandie Viewpoints,CH,46.80879,7.04547,1853,town|food|nature,Old town stroll | Local viewpoint | Lunch and easy return,"https://maps.google.com/?q=46.80879,7.04547",https://www.sbb.ch/en,,candidate
mont-pelerin,Mont Pèlerin,Romandie Viewpoints,CH,46.40799,6.54029,1557,town|food|viewpoint,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=46.40799,6.54029",https://www.sbb.ch/en,,candidate
morges-lakeside,Morges Lakeside,Romandie Viewpoints,CH,46.49813,6.66311,650,nature|mountain|food,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=46.49813,6.66311",https://www.sbb.ch/en,,candidate
neuchatel-chaumont-trail,Neuchâtel Chaumont Trail,Romandie Viewpoints,CH,46.32973,6.45585,1987,nature|mountain|food,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=46.32973,6.45585",https://www.sbb.ch/en,,candidate
romandie-viewpoints-panorama-01,Romandie Viewpoints Panorama 01,Romandie Viewpoints,CH,46.49867,6.75614,1780,town|food|nature,Old town stroll | Local viewpoint | Lunch and easy return,"https://maps.google.com/?q=46.49867,6.75614",https://www.sbb.ch/en,,candidate
romandie-viewpoints-panorama-02,Romandie Viewpoints Panorama 02,Romandie Viewpoints,CH,46.66112,7.03439,1552,town|mountain|viewpoint|food,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=46.66112,7.03439",https://www.sbb.ch/en,,candidate
romandie-viewpoints-panorama-03,Romandie Viewpoints Panorama 03,Romandie Viewpoints,CH,46.68910,6.64292,1598,mountain|town|food,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=46.68910,6.64292",https://www.sbb.ch/en,,candidate
romandie-viewpoints-panorama-04,Romandie Viewpoints Panorama 04,Romandie Viewpoints,CH,46.77164,6.64593,1152,nature|viewpoint|food|town,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=46.77164,6.64593",https://www.sbb.ch/en,,candidate
romandie-viewpoints-panorama-05,Romandie Viewpoints Panorama 05,Romandie Viewpoints,CH,46.76430,6.88253,1907,food|viewpoint|mountain,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=46.76430,6.88253",https://www.sbb.ch/en,,candidate
romandie-viewpoints-panorama-06,Romandie Viewpoints Panorama 06,Romandie Viewpoints,CH,46.36491,6.69466,691,nature|viewpoint|town|mountain,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=46.36491,6.69466",https://www.sbb.ch/en,,candidate
romandie-viewpoints-panorama-07,Romandie Viewpoints Panorama 07,Romandie Viewpoints,CH,46.48308,6.51782,881,town|food|viewpoint,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=46.48308,6.51782",https://www.sbb.ch/en,,candidate
romandie-viewpoints-panorama-08,Romandie Viewpoints Panorama 08,Romandie Viewpoints,CH,46.39256,6.99063,1120,town|mountain|nature|viewpoint,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=46.39256,6.99063",https://www.sbb.ch/en,,candidate
romandie-viewpoints-panorama-09,Romandie Viewpoints Panorama 09,Romandie Viewpoints,CH,46.52358,6.69444,624,viewpoint|nature|town,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=46.52358,6.69444",https://www.sbb.ch/en,,candidate
romandie-viewpoints-panorama-10,Romandie Viewpoints Panorama 10,Romandie Viewpoints,CH,46.47384,6.61008,1871,viewpoint|nature|mountain,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=46.47384,6.61008",https://www.sbb.ch/en,,candidate
romandie-viewpoints-panorama-11,Romandie Viewpoints Panorama 11,Romandie Viewpoints,CH,46.36649,6.80023,1164,nature|viewpoint|town|mountain,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=46.36649,6.80023",https://www.sbb.ch/en,,candidate
romandie-viewpoints-panorama-12,Romandie Viewpoints Panorama 12,Romandie Viewpoints,CH,46.40679,6.54614,1911,food|viewpoint|mountain,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=46.40679,6.54614",https://www.sbb.ch/en,,candidate
villars,Villars,Romandie Viewpoints,CH,46.46955,6.78735,2190,mountain|nature|food|town,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=46.46955,6.78735",https://www.sbb.ch/en,,candidate
yverdon-heights,Yverdon Heights,Romandie Viewpoints,CH,46.39108,6.91613,1633,food|viewpoint|nature,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=46.39108,6.91613",https://www.sbb.ch/en,,candidate
fronalpstock,Fronalpstock,"Schwyz, SZ",CH,46.97700,8.62700,1922,nature|viewpoint|mountain,Cable car from Stoos | Panoramic ridge walk | View of 10 lakes | Restaurant Fronalpstock,"https://maps.google.com/?q=46.977,8.627",https://www.sbb.ch/en,,baseline
stoos,Stoos,"Schwyz, SZ",CH,46.97700,8.65400,1305,town|mountain|family|viewpoint,World's steepest funicular (110%) | Car-free village stroll | Fronalpstock cable car for panorama | Restaurant Stoos Lodge,"https://maps.google.com/?q=46.977,8.654",https://www.sbb.ch/en,,baseline
balmberg,Balmberg,Swiss Jura Ridge,CH,47.19223,7.18588,1188,nature|mountain|family,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=47.19223,7.18588",https://www.sbb.ch/en,,candidate
chaumont,Chaumont,Swiss Jura Ridge,CH,47.25635,7.12480,1583,mountain|nature|viewpoint|family,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=47.25635,7.12480",https://www.sbb.ch/en,,candidate
creux-du-van,Creux du Van,Swiss Jura Ridge,CH,47.21950,7.27347,1561,mountain|nature|viewpoint|family,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=47.21950,7.27347",https://www.sbb.ch/en,,candidate
hasenmatt,Hasenmatt,Swiss Jura Ridge,CH,47.13794,7.17378,1622,mountain|nature|viewpoint|family,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=47.13794,7.17378",https://www.sbb.ch/en,,candidate
les-ordons,Les Ordons,Swiss Jura Ridge,CH,47.30430,7.14162,1465,nature|mountain|family,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=47.30430,7.14162",https://www.sbb.ch/en,,candidate
mont-crosin,Mont Crosin,Swiss Jura Ridge,CH,47.13131,7.23693,1442,mountain|nature|viewpoint|family,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=47.13131,7.23693",https://www.sbb.ch/en,,candidate
mont-raimeux,Mont Raimeux,Swiss Jura Ridge,CH,47.13906,7.03572,1133,nature|mountain|family,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=47.13906,7.03572",https://www.sbb.ch/en,,candidate
mont-soleil,Mont Soleil,Swiss Jura Ridge,CH,47.19436,7.17783,1476,mountain|nature|viewpoint|family,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=47.19436,7.17783",https://www.sbb.ch/en,,candidate
passwang,Passwang,Swiss Jura Ridge,CH,47.38122,7.34446,1190,family|viewpoint|nature,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=47.38122,7.34446",https://www.sbb.ch/en,,candidate
pierre-pertuis,Pierre-Pertuis,Swiss Jura Ridge,CH,47.10416,7.44699,979,nature|mountain|family,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=47.10416,7.44699",https://www.sbb.ch/en,,candidate
soleil-de-la-tete,Soleil de la Tête,Swiss Jura Ridge,CH,47.15317,7.37248,970,viewpoint|family|mountain|nature,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=47.15317,7.37248",https://www.sbb.ch/en,,candidate
swiss-jura-ridge-panorama-01,Swiss Jura Ridge Panorama 01,Swiss Jura Ridge,CH,47.22728,7.23646,1174,nature|mountain|family,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=47.22728,7.23646",https://www.sbb.ch/en,,candidate
swiss-jura-ridge-panorama-02,Swiss Jura Ridge Panorama 02,Swiss Jura Ridge,CH,47.07800,7.35185,1114,viewpoint|family|mountain|nature,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=47.07800,7.35185",https://www.sbb.ch/en,,candidate
swiss-jura-ridge-panorama-03,Swiss Jura Ridge Panorama 03,Swiss Jura Ridge,CH,47.27982,7.29797,1391,family|viewpoint|nature,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=47.27982,7.29797",https://www.sbb.ch/en,,candidate
swiss-jura-ridge-panorama-04,Swiss Jura Ridge Panorama 04,Swiss Jura Ridge,CH,47.25008,7.38210,1421,mountain|nature|viewpoint|family,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=47.25008,7.38210",https://www.sbb.ch/en,,candidate
swiss-jura-ridge-panorama-05,Swiss Jura Ridge Panorama 05,Swiss Jura Ridge,CH,47.17465,7.35190,1122,nature|mountain|family,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=47.17465,7.35190",https://www.sbb.ch/en,,candidate
swiss-jura-ridge-panorama-06,Swiss Jura Ridge Panorama 06,Swiss Jura Ridge,CH,47.06534,7.36120,1294,viewpoint|family|mountain|nature,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=47.06534,7.36120",https://www.sbb.ch/en,,candidate
swiss-jura-ridge-panorama-07,Swiss Jura Ridge Panorama 07,Swiss Jura Ridge,CH,47.15421,7.15532,1146,family|viewpoint|nature,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=47.15421,7.15532",https://www.sbb.ch/en,,candidate
swiss-jura-ridge-panorama-08,Swiss Jura Ridge Panorama 08,Swiss Jura Ridge,CH,47.28132,7.44509,1610,mountain|nature|viewpoint|family,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=47.28132,7.44509",https://www.sbb.ch/en,,candidate
swiss-jura-ridge-panorama-09,Swiss Jura Ridge Panorama 09,Swiss Jura Ridge,CH,47.32776,7.26635,1373,nature|mountain|family,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=47.32776,7.26635",https://www.sbb.ch/en,,candidate
swiss-jura-ridge-panorama-10,Swiss Jura Ridge Panorama 10,Swiss Jura Ridge,CH,47.09740,7.42982,1688,family|viewpoint|nature,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=47.09740,7.42982",https://www.sbb.ch/en,,candidate
swiss-jura-ridge-panorama-11,Swiss Jura Ridge Panorama 11,Swiss Jura Ridge,CH,47.13577,7.35122,1394,viewpoint|family|mountain|nature,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=47.13577,7.35122",https://www.sbb.ch/en,,candidate
swiss-jura-ridge-panorama-12,Swiss Jura Ridge Panorama 12,Swiss Jura Ridge,CH,47.31351,7.41450,1147,nature|mountain|family,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=47.31351,7.41450",https://www.sbb.ch/en,,candidate
swiss-jura-ridge-panorama-13,Swiss Jura Ridge Panorama 13,Swiss Jura Ridge,CH,47.28296,7.45343,1162,mountain|nature|viewpoint|family,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=47.28296,7.45343",https://www.sbb.ch/en,,candidate
wasserfallen,Wasserfallen,Swiss Jura Ridge,CH,47.21338,7.08622,1039,mountain|nature|viewpoint|family,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=47.21338,7.08622",https://www.sbb.ch/en,,candidate
alpnachstad,Alpnachstad,Swiss Lake Towns,CH,46.58959,8.01003,675,lake|town|viewpoint|family,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=46.58959,8.01003",https://www.sbb.ch/en,,candidate
appenzell-view,Appenzell View,Swiss Lake Towns,CH,46.72300,8.50233,1106,lake|town|viewpoint|family,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=46.72300,8.50233",https://www.sbb.ch/en,,candidate
arth-goldau-vista,Arth-Goldau Vista,Swiss Lake Towns,CH,46.56747,8.46600,430,viewpoint|town|lake,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=46.56747,8.46600",https://www.sbb.ch/en,,candidate
biel-lakeside,Biel Lakeside,Swiss Lake Towns,CH,46.72962,8.49041,1124,town|viewpoint|family|food,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=46.72962,8.49041",https://www.sbb.ch/en,,candidate
brunnen,Brunnen,Swiss Lake Towns,CH,46.75523,8.06955,536,lake|food|viewpoint,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=46.75523,8.06955",https://www.sbb.ch/en,,candidate
luzern-seebad,Luzern Seebad,Swiss Lake Towns,CH,46.94806,7.84911,1000,town|viewpoint|family|food,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=46.94806,7.84911",https://www.sbb.ch/en,,candidate
meiringen,Meiringen,Swiss Lake Towns,CH,46.97706,8.17337,1058,family|viewpoint|lake,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=46.97706,8.17337",https://www.sbb.ch/en,,candidate
montreux-lakeside,Montreux Lakeside,Swiss Lake Towns,CH,46.85786,7.91447,963,viewpoint|family|lake|town,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=46.85786,7.91447",https://www.sbb.ch/en,,candidate
murten,Murten,Swiss Lake Towns,CH,46.95742,8.26140,862,viewpoint|family|lake|town,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=46.95742,8.26140",https://www.sbb.ch/en,,candidate
rapperswil-lakeside,Rapperswil Lakeside,Swiss Lake Towns,CH,47.09638,8.12697,925,family|viewpoint|lake,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=47.09638,8.12697",https://www.sbb.ch/en,,candidate
sarnen,Sarnen,Swiss Lake Towns,CH,46.67438,8.12363,1090,lake|town|viewpoint|food,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=46.67438,8.12363",https://www.sbb.ch/en,,candidate
spiez,Spiez,Swiss Lake Towns,CH,46.57159,8.15372,1161,family|food|town|viewpoint,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=46.57159,8.15372",https://www.sbb.ch/en,,candidate
stein-am-rhein,Stein am Rhein,Swiss Lake Towns,CH,46.97929,7.88424,873,food|lake|town|viewpoint,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=46.97929,7.88424",https://www.sbb.ch/en,,candidate
swiss-lake-towns-panorama-01,Swiss Lake Towns Panorama 01,Swiss Lake Towns,CH,46.57103,8.13488,1061,viewpoint|family|food|lake,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=46.57103,8.13488",https://www.sbb.ch/en,,candidate
swiss-lake-towns-panorama-02,Swiss Lake Towns Panorama 02,Swiss Lake Towns,CH,46.92709,7.95472,1034,lake|food|family,Lakeside walk | Viewpoint detour | Café break and return,"https://maps.google.com/?q=46.92709,7.95472",https://www.sbb.ch/en,,candidate
swiss-lake-towns-panorama-03,Swiss Lake Towns Panorama 03,Swiss Lake Towns,CH,47.28366,7.90907,792,viewpoint|family|lake|town,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=47.28366,7.90907",https://www.sbb.ch/en,,candidate
swiss-lake-towns-panorama-04,Swiss Lake Towns Panorama 04,Swiss Lake Towns,CH,46.95107,8.28987,532,town|lake|family,Lakeside walk | Viewpoint detour | Café break and return,"https://maps.google.com/?q=46.95107,8.28987",https://www.sbb.ch/en,,candidate
swiss-lake-towns-panorama-05,Swiss Lake Towns Panorama 05,Swiss Lake Towns,CH,47.20313,8.31671,734,town|viewpoint|family|food,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=47.20313,8.31671",https://www.sbb.ch/en,,candidate
swiss-lake-towns-panorama-06,Swiss Lake Towns Panorama 06,Swiss Lake Towns,CH,47.24405,8.13066,795,viewpoint|town|lake,Cable car or short hike | Panorama viewpoint stop | Mountain hut lunch,"https://maps.google.com/?q=47.24405,8.13066",https://www.sbb.ch/en,,candidate
